LIST_LEN,N_DIGITS,D_MODEL,N_HEAD,N_LAYERS,USE_LN,USE_BIAS,FREEZE_WV,FREEZE_WO,WEIGHT_DECAY,run_idx,val_acc,steps_trained,train_time_sec,params_total,params_trainable,val_examples,batch_size,device
3,100,128,1,11,False,False,True,True,0.01,1,0.8199055989583334,50000,262.64343667030334,753638,387456,8192,1024,cuda
3,100,128,1,11,False,False,True,True,0.01,2,0.6397705078125,50000,262.563844203949,753638,387456,8192,1024,cuda
3,100,128,1,12,False,False,True,True,0.01,0,0.5080159505208334,50000,280.60038685798645,819686,420224,8192,1024,cuda
3,100,128,1,12,False,False,True,True,0.01,1,0.7784423828125,50000,280.84058380126953,819686,420224,8192,1024,cuda
3,100,128,1,12,False,False,True,True,0.01,2,0.5731608072916666,50000,280.0639533996582,819686,420224,8192,1024,cuda
3,100,128,1,13,False,False,True,True,0.01,0,0.4759114583333333,50000,297.92510318756104,885734,452992,8192,1024,cuda
3,100,128,1,13,False,False,True,True,0.01,1,0.4305826822916667,50000,298.56106638908386,885734,452992,8192,1024,cuda
3,100,128,1,13,False,False,True,True,0.01,2,0.4042561848958333,50000,298.47495222091675,885734,452992,8192,1024,cuda
3,100,128,1,14,False,False,True,True,0.01,0,0.3355305989583333,50000,316.92907071113586,951782,485760,8192,1024,cuda
3,100,128,1,14,False,False,True,True,0.01,1,0.4121500651041667,50000,316.36025381088257,951782,485760,8192,1024,cuda
3,100,128,1,14,False,False,True,True,0.01,2,0.3633219401041667,50000,316.5295569896698,951782,485760,8192,1024,cuda
3,100,128,1,15,False,False,True,True,0.01,0,0.2826741536458333,50000,334.6536900997162,1017830,518528,8192,1024,cuda
3,100,128,1,15,False,False,True,True,0.01,1,0.3306070963541667,50000,334.27688097953796,1017830,518528,8192,1024,cuda
3,100,128,1,15,False,False,True,True,0.01,2,0.3170572916666667,50000,335.3094096183777,1017830,518528,8192,1024,cuda
3,100,128,1,16,False,False,True,True,0.01,0,0.22196451822916666,50000,351.88667726516724,1083878,551296,8192,1024,cuda
3,100,128,1,16,False,False,True,True,0.01,1,0.18684895833333334,50000,353.004789352417,1083878,551296,8192,1024,cuda
3,100,128,1,16,False,False,True,True,0.01,2,0.294921875,50000,352.5523898601532,1083878,551296,8192,1024,cuda
3,100,128,1,17,False,False,True,True,0.01,0,0.277099609375,50000,368.7420961856842,1149926,584064,8192,1024,cuda
3,100,128,1,17,False,False,True,True,0.01,1,0.22554524739583334,50000,369.00797152519226,1149926,584064,8192,1024,cuda
3,100,128,1,17,False,False,True,True,0.01,2,0.13028971354166666,50000,369.76971077919006,1149926,584064,8192,1024,cuda
3,100,128,1,18,False,False,True,True,0.01,0,0.19380696614583334,50000,387.7353665828705,1215974,616832,8192,1024,cuda
3,100,128,1,18,False,False,True,True,0.01,1,0.10847981770833333,50000,386.32094264030457,1215974,616832,8192,1024,cuda
3,100,128,1,18,False,False,True,True,0.01,2,0.016153971354166668,50000,387.45752596855164,1215974,616832,8192,1024,cuda
3,100,128,1,19,False,False,True,True,0.01,0,0.19266764322916666,50000,405.974383354187,1282022,649600,8192,1024,cuda
3,100,128,1,19,False,False,True,True,0.01,1,0.10721842447916667,50000,405.23653960227966,1282022,649600,8192,1024,cuda
3,100,128,1,19,False,False,True,True,0.01,2,0.1148681640625,50000,405.4815938472748,1282022,649600,8192,1024,cuda
4,100,128,1,1,False,False,True,True,0.01,0,0.010162353515625,50000,91.49496221542358,93414,60032,8192,1024,cuda
4,100,128,1,1,False,False,True,True,0.01,1,0.009552001953125,50000,90.86288595199585,93414,60032,8192,1024,cuda
4,100,128,1,1,False,False,True,True,0.01,2,0.010772705078125,50000,89.01930689811707,93414,60032,8192,1024,cuda
4,100,128,1,2,False,False,True,True,0.01,0,0.89520263671875,50000,112.37495017051697,159462,92800,8192,1024,cuda
4,100,128,1,2,False,False,True,True,0.01,1,0.904083251953125,50000,111.96813297271729,159462,92800,8192,1024,cuda
4,100,128,1,2,False,False,True,True,0.01,2,0.89886474609375,50000,112.05595827102661,159462,92800,8192,1024,cuda
4,100,128,1,3,False,False,True,True,0.01,0,0.74371337890625,50000,129.78004622459412,225510,125568,8192,1024,cuda
4,100,128,1,3,False,False,True,True,0.01,1,0.745758056640625,50000,130.0935263633728,225510,125568,8192,1024,cuda
